,Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
1271,0.0,0.04,-9.71,-6.41,-7.54,-6.29,-7.31,-7.22,-10.28,-6.39,-3.79,-7.09,-5.97,-10.22,-5.51,-93.73
1313,-0.01,0.12,-9.81,-6.76,-6.22,-6.3,-9.32,-6.52,-10.01,-4.7,-5.25,-6.71,-4.29,-11.35,-6.5,-93.74
2418,-0.23,0.07,-12.44,-5.73,-5.29,-15.34,-9.02,-6.62,-3.89,-8.84,-5.68,-6.12,-3.76,-6.87,-4.45,-94.05
2122,-0.17,0.03,-12.63,-6.01,-5.78,-14.43,-9.6,-6.44,-4.02,-10.09,-5.3,-4.47,-4.63,-6.97,-3.91,-94.28
1270,0.0,0.05,-10.82,-6.31,-6.58,-6.89,-7.27,-6.34,-11.2,-7.82,-3.49,-7.09,-5.57,-9.92,-5.29,-94.59
1272,0.0,0.03,-10.57,-6.07,-6.58,-7.39,-7.54,-6.26,-9.69,-7.38,-4.06,-7.71,-5.72,-10.36,-5.49,-94.82
1625,-0.07,0.0,-10.04,-3.93,-4.47,-10.7,-9.93,-7.7,-5.52,-9.77,-4.04,-6.93,-8.75,-7.79,-5.45,-95.02
1556,-0.06,0.19,-10.37,-7.17,-6.94,-6.44,-8.61,-5.5,-8.73,-5.1,-6.13,-6.56,-4.22,-11.52,-7.78,-95.07
2072,-0.16,0.03,-12.14,-6.01,-6.22,-15.48,-9.6,-6.62,-4.02,-9.6,-5.3,-4.48,-4.84,-6.97,-3.96,-95.24
1924,-0.13,0.01,-12.73,-5.33,-4.87,-16.33,-10.24,-6.63,-4.76,-9.48,-5.27,-3.64,-5.05,-7.36,-3.87,-95.56
1701,-0.09,0.24,-9.88,-8.53,-6.82,-6.65,-7.67,-5.71,-8.57,-5.43,-5.51,-6.38,-6.13,-11.14,-7.26,-95.68
2171,-0.18,0.04,-12.94,-6.54,-6.81,-14.71,-9.6,-6.07,-4.02,-9.63,-5.3,-4.83,-4.63,-6.97,-3.68,-95.73
2023,-0.15,0.02,-11.8,-6.52,-5.48,-15.76,-9.94,-6.94,-4.22,-9.71,-5.3,-4.14,-4.84,-7.34,-3.81,-95.8
1325,-0.01,0.0,-10.94,-4.93,-5.55,-8.4,-9.26,-6.59,-7.98,-8.1,-3.92,-7.02,-8.82,-8.75,-5.72,-95.98
2073,-0.16,0.02,-12.63,-6.01,-5.78,-15.64,-9.66,-6.42,-4.02,-10.09,-5.72,-4.05,-4.48,-7.34,-4.19,-96.03
2270,-0.2,0.05,-12.52,-7.01,-5.81,-14.72,-9.07,-6.4,-4.18,-10.22,-5.53,-5.26,-4.19,-6.75,-4.48,-96.14
1459,-0.04,0.16,-10.18,-7.17,-6.02,-5.42,-8.49,-4.94,-9.69,-4.89,-6.28,-7.08,-4.18,-11.68,-10.53,-96.55
2467,-0.24,0.08,-13.46,-5.67,-4.35,-15.36,-9.51,-6.34,-4.2,-9.72,-5.68,-6.7,-4.1,-6.46,-5.17,-96.72
1604,-0.07,0.21,-10.83,-8.52,-6.94,-6.29,-7.64,-6.66,-8.73,-5.36,-5.42,-6.36,-5.09,-11.41,-7.58,-96.83
1874,-0.12,0.01,-12.05,-5.86,-5.2,-15.13,-10.64,-6.98,-6.04,-9.55,-4.74,-4.04,-5.32,-6.96,-4.53,-97.04
1653,-0.08,0.22,-9.9,-8.57,-6.97,-6.86,-8.0,-6.67,-8.69,-5.55,-5.42,-6.65,-5.56,-11.4,-6.95,-97.19
2319,-0.21,0.06,-12.76,-6.46,-5.29,-14.94,-9.5,-6.93,-4.16,-10.5,-5.53,-5.51,-4.19,-6.75,-5.02,-97.54
2022,-0.15,0.03,-12.08,-6.1,-4.96,-15.87,-10.04,-7.23,-4.72,-9.48,-5.57,-4.41,-5.41,-7.07,-4.77,-97.71
1750,-0.1,0.25,-10.75,-8.53,-7.08,-6.73,-7.67,-6.3,-8.58,-5.64,-5.51,-6.43,-6.24,-11.55,-7.26,-98.27
1508,-0.05,0.17,-9.73,-7.17,-6.67,-6.65,-8.49,-5.92,-9.72,-4.89,-6.29,-7.54,-4.18,-11.68,-9.36,-98.29
1314,-0.01,0.11,-10.52,-6.82,-5.76,-6.56,-10.18,-6.55,-10.07,-5.66,-6.11,-6.69,-4.88,-11.56,-7.33,-98.69
1362,-0.02,0.13,-9.98,-6.76,-6.49,-6.61,-9.43,-6.51,-10.59,-4.82,-5.34,-6.47,-4.18,-11.62,-9.89,-98.69
1973,-0.14,0.02,-12.38,-6.1,-5.56,-16.1,-10.55,-7.4,-5.36,-9.48,-5.68,-3.6,-5.55,-7.1,-4.37,-99.23
1702,-0.09,0.23,-9.9,-8.94,-6.96,-7.77,-8.04,-6.54,-8.7,-5.86,-5.42,-6.7,-6.26,-11.28,-6.95,-99.32
2121,-0.17,0.04,-12.94,-6.54,-5.84,-15.38,-10.46,-6.9,-4.02,-10.17,-5.53,-5.28,-4.84,-6.57,-4.91,-99.38
1411,-0.03,0.14,-10.62,-7.17,-6.68,-6.51,-9.93,-6.1,-10.0,-4.82,-5.39,-6.78,-4.18,-10.88,-10.54,-99.6
2220,-0.19,0.05,-13.62,-7.01,-5.75,-15.39,-10.03,-6.3,-4.62,-10.76,-5.53,-6.01,-4.63,-6.06,-4.48,-100.19
1605,-0.07,0.2,-11.43,-7.69,-6.94,-6.62,-8.97,-6.3,-9.46,-4.97,-5.78,-7.46,-4.6,-12.23,-7.78,-100.23
2269,-0.2,0.06,-13.57,-6.46,-5.11,-15.89,-10.21,-6.61,-5.12,-10.76,-5.53,-5.82,-4.46,-6.07,-5.89,-101.5
1557,-0.06,0.18,-10.0,-7.17,-7.4,-7.22,-8.61,-5.92,-9.76,-5.65,-6.34,-7.83,-4.58,-12.32,-8.74,-101.54
1751,-0.1,0.24,-11.05,-8.94,-7.3,-8.32,-8.48,-6.17,-8.37,-6.2,-5.48,-7.13,-6.34,-11.28,-6.95,-102.01
2368,-0.22,0.07,-13.51,-6.46,-5.47,-15.02,-9.54,-6.96,-4.66,-10.68,-6.11,-6.45,-4.38,-7.2,-5.89,-102.33
1460,-0.04,0.15,-10.62,-7.17,-6.93,-6.95,-9.6,-6.07,-10.0,-5.46,-6.21,-6.9,-4.18,-11.19,-11.08,-102.36
1375,-0.02,0.0,-11.17,-5.73,-5.52,-9.88,-9.64,-6.95,-9.29,-8.21,-3.8,-7.67,-9.78,-8.51,-6.58,-102.73
1363,-0.02,0.12,-9.92,-7.55,-6.81,-6.56,-10.48,-6.55,-10.93,-5.66,-6.11,-6.71,-4.41,-11.6,-9.85,-103.14
2071,-0.16,0.04,-12.6,-5.82,-6.5,-16.66,-10.89,-7.93,-4.67,-9.79,-5.42,-5.04,-5.42,-7.07,-5.42,-103.23
2318,-0.21,0.07,-13.74,-6.29,-4.35,-16.28,-10.21,-6.61,-4.89,-10.5,-6.11,-6.3,-4.46,-7.69,-5.89,-103.32
1575,-0.06,0.0,-10.57,-5.19,-5.61,-11.36,-10.15,-7.39,-6.12,-10.11,-4.27,-8.5,-9.63,-8.8,-5.63,-103.33
1923,-0.13,0.02,-12.9,-6.59,-5.61,-15.75,-11.74,-7.28,-6.98,-9.66,-5.96,-3.71,-5.01,-7.1,-5.63,-103.92
2170,-0.18,0.05,-13.18,-6.84,-6.17,-16.46,-10.89,-7.54,-4.27,-10.46,-5.53,-5.67,-5.03,-6.57,-5.34,-103.95
1509,-0.05,0.16,-10.48,-7.16,-7.4,-7.86,-9.44,-6.29,-9.6,-5.79,-6.54,-7.5,-4.58,-11.37,-10.17,-104.18
1824,-0.11,0.01,-13.45,-6.63,-5.54,-15.18,-10.57,-7.47,-6.98,-10.17,-5.13,-4.04,-6.52,-7.19,-5.7,-104.57
1654,-0.08,0.21,-10.43,-8.69,-7.7,-7.66,-8.95,-6.73,-8.69,-6.07,-5.99,-7.66,-5.66,-12.64,-7.78,-104.65
2417,-0.23,0.08,-13.22,-5.62,-4.79,-16.3,-10.03,-7.09,-5.3,-10.53,-6.11,-6.3,-4.36,-8.28,-6.72,-104.65
2466,-0.24,0.09,-13.61,-5.83,-5.09,-16.3,-10.86,-7.09,-5.1,-9.66,-5.74,-5.95,-4.36,-8.63,-6.72,-104.94
1315,-0.01,0.1,-11.73,-6.79,-7.74,-6.2,-10.79,-7.12,-10.8,-6.1,-6.3,-6.69,-5.3,-11.62,-7.79,-104.97
1412,-0.03,0.13,-10.62,-7.26,-7.15,-6.75,-10.19,-6.44,-10.76,-6.0,-5.95,-6.78,-5.06,-11.89,-10.68,-105.53
1800,-0.11,0.25,-11.34,-9.11,-8.28,-8.34,-8.58,-6.52,-8.37,-6.7,-6.52,-7.14,-5.99,-11.78,-6.95,-105.62
1972,-0.14,0.03,-13.28,-6.46,-6.89,-16.15,-10.5,-7.63,-6.62,-9.81,-5.96,-4.06,-5.85,-7.02,-5.48,-105.71
1606,-0.07,0.19,-11.0,-7.69,-7.4,-7.9,-8.97,-6.76,-8.84,-6.27,-6.35,-7.96,-5.54,-13.29,-8.25,-106.22
1873,-0.12,0.02,-12.85,-6.77,-6.2,-14.77,-11.25,-7.67,-7.65,-10.38,-5.54,-4.04,-5.75,-7.1,-6.3,-106.27
1703,-0.09,0.22,-10.52,-9.46,-7.99,-8.6,-8.97,-7.07,-8.92,-6.12,-5.99,-7.31,-5.18,-12.64,-7.78,-106.55
1425,-0.03,0.0,-11.24,-5.67,-5.51,-10.88,-10.33,-7.62,-8.55,-9.25,-4.25,-7.52,-10.17,-9.11,-6.51,-106.61
2219,-0.19,0.06,-13.34,-6.62,-6.01,-16.75,-10.47,-7.46,-4.77,-11.0,-5.8,-6.82,-5.12,-6.46,-6.13,-106.75
2120,-0.17,0.05,-12.54,-6.76,-7.13,-16.21,-10.89,-8.21,-5.03,-10.12,-5.75,-6.07,-5.75,-7.07,-5.85,-107.38
1752,-0.1,0.23,-11.21,-8.91,-8.25,-8.94,-8.97,-7.17,-8.73,-7.41,-6.48,-7.14,-4.69,-11.78,-7.78,-107.46
1525,-0.05,0.0,-11.17,-5.48,-5.29,-11.93,-10.92,-7.79,-6.99,-10.11,-4.83,-7.91,-10.4,-8.83,-5.84,-107.49
2367,-0.22,0.08,-13.82,-6.68,-5.24,-16.28,-11.13,-6.77,-5.53,-10.33,-6.38,-6.3,-4.47,-7.77,-6.86,-107.56
1774,-0.1,0.01,-12.98,-6.58,-5.55,-15.02,-11.26,-7.32,-7.34,-11.04,-5.12,-4.86,-7.03,-7.45,-6.14,-107.69
1655,-0.08,0.2,-10.46,-7.88,-8.38,-8.71,-9.55,-6.72,-9.04,-6.37,-5.99,-7.99,-5.74,-12.84,-8.25,-107.92
1558,-0.06,0.17,-10.56,-7.16,-7.23,-7.87,-10.08,-6.39,-9.85,-6.95,-6.5,-8.21,-5.46,-13.0,-9.45,-108.71
2416,-0.23,0.09,-13.27,-6.09,-6.0,-17.07,-11.13,-7.1,-5.53,-10.9,-6.3,-6.24,-4.47,-8.09,-6.86,-109.05
1316,-0.01,0.09,-11.73,-6.57,-8.96,-6.0,-11.62,-6.72,-11.31,-6.9,-6.5,-7.36,-5.79,-11.71,-8.25,-109.42
2268,-0.2,0.07,-14.12,-6.76,-5.98,-16.73,-10.3,-7.34,-4.89,-10.85,-6.38,-7.79,-4.91,-7.24,-6.14,-109.43
1475,-0.04,0.0,-10.79,-5.62,-5.89,-10.54,-10.89,-8.56,-7.99,-9.8,-5.49,-7.58,-10.97,-8.99,-6.35,-109.46
1364,-0.02,0.11,-10.79,-7.86,-7.35,-7.64,-10.87,-6.75,-10.67,-6.82,-6.3,-6.86,-6.07,-11.14,-10.48,-109.6
2317,-0.21,0.08,-14.12,-6.82,-5.76,-16.25,-11.27,-7.33,-5.59,-10.58,-6.61,-6.3,-4.91,-7.47,-7.08,-110.09
1922,-0.13,0.03,-13.88,-6.89,-6.89,-16.0,-11.33,-7.61,-7.51,-10.37,-6.38,-4.06,-5.35,-7.02,-6.81,-110.1
1704,-0.09,0.21,-10.4,-9.0,-8.64,-8.71,-10.2,-7.16,-9.53,-6.7,-6.55,-7.19,-5.39,-12.84,-8.03,-110.34
2021,-0.15,0.04,-13.0,-7.34,-6.09,-17.59,-11.44,-7.89,-6.54,-9.81,-6.11,-5.08,-6.17,-7.55,-5.85,-110.46
2169,-0.18,0.06,-13.27,-6.76,-7.08,-16.75,-10.46,-8.21,-5.53,-10.3,-5.75,-6.11,-6.09,-7.41,-6.82,-110.54
1461,-0.04,0.14,-10.57,-7.25,-6.93,-7.58,-12.56,-6.63,-10.66,-6.3,-6.25,-6.57,-5.27,-12.63,-11.62,-110.82
2465,-0.24,0.1,-13.3,-6.31,-6.08,-17.13,-11.63,-8.17,-5.57,-10.45,-6.57,-6.15,-4.45,-8.49,-6.98,-111.28
1510,-0.05,0.15,-10.54,-7.16,-7.47,-8.07,-11.75,-6.39,-10.18,-6.87,-6.54,-7.36,-5.54,-12.08,-11.55,-111.5
2070,-0.16,0.05,-13.48,-6.89,-6.95,-17.35,-11.45,-8.44,-5.99,-10.1,-6.0,-5.38,-6.17,-7.4,-6.83,-112.43
1801,-0.11,0.24,-11.9,-9.48,-8.67,-9.17,-10.15,-7.66,-8.76,-7.07,-7.84,-7.14,-4.99,-11.78,-7.99,-112.6
2366,-0.22,0.09,-14.12,-7.3,-6.18,-16.31,-11.21,-8.18,-5.63,-11.34,-6.57,-6.21,-4.53,-8.0,-7.31,-112.89
1823,-0.11,0.02,-12.8,-7.52,-6.2,-15.24,-11.8,-7.89,-7.28,-11.08,-6.97,-4.44,-7.43,-7.33,-6.92,-112.9
1413,-0.03,0.12,-11.61,-8.15,-8.13,-7.64,-11.38,-6.21,-11.64,-6.44,-6.06,-6.74,-5.89,-13.28,-10.48,-113.65
1607,-0.07,0.18,-10.56,-7.88,-7.45,-8.71,-10.56,-7.19,-10.78,-7.31,-6.56,-8.34,-6.17,-13.57,-8.79,-113.87
1850,-0.12,0.25,-11.39,-10.74,-8.22,-9.35,-10.21,-7.29,-9.38,-7.4,-7.84,-7.62,-4.99,-11.87,-7.99,-114.29
1971,-0.14,0.04,-13.92,-7.34,-6.93,-18.43,-11.1,-8.56,-6.97,-10.05,-6.81,-4.69,-5.85,-7.02,-6.81,-114.48
2119,-0.17,0.06,-13.63,-6.99,-6.81,-16.51,-11.39,-8.06,-6.78,-9.98,-6.68,-6.15,-6.97,-7.53,-7.17,-114.65
1753,-0.1,0.22,-11.78,-9.57,-7.91,-9.05,-10.7,-7.48,-9.59,-7.72,-6.55,-7.84,-5.69,-12.85,-7.99,-114.72
2415,-0.23,0.1,-13.54,-6.91,-6.26,-17.15,-11.64,-8.49,-6.54,-10.74,-6.68,-5.93,-5.01,-8.4,-7.49,-114.78
1559,-0.06,0.16,-11.62,-7.16,-6.78,-8.03,-11.97,-6.6,-10.29,-7.89,-6.29,-8.05,-6.66,-12.62,-10.82,-114.78
2464,-0.24,0.11,-13.62,-7.0,-6.33,-15.58,-11.47,-8.54,-7.05,-10.85,-7.24,-6.6,-5.01,-7.93,-8.7,-115.92
1656,-0.08,0.19,-10.7,-7.88,-8.21,-9.64,-11.11,-7.29,-10.59,-7.31,-7.12,-8.13,-6.04,-13.57,-8.58,-116.17
1724,-0.09,0.01,-13.56,-8.6,-5.86,-14.12,-11.62,-7.45,-7.18,-11.17,-6.37,-7.08,-8.68,-7.74,-6.79,-116.22
1851,-0.12,0.24,-11.27,-10.77,-8.1,-9.72,-10.67,-7.87,-9.67,-8.04,-7.61,-7.69,-4.65,-12.3,-7.99,-116.35
1872,-0.12,0.03,-13.4,-7.85,-7.24,-15.72,-11.38,-8.74,-7.92,-10.87,-6.96,-5.71,-6.62,-7.02,-7.04,-116.47
2218,-0.19,0.07,-13.27,-6.95,-6.92,-16.88,-10.84,-8.21,-6.15,-11.72,-6.79,-7.37,-6.57,-8.37,-6.83,-116.87
1317,-0.01,0.08,-11.73,-7.14,-9.07,-7.68,-10.57,-6.61,-12.7,-8.91,-6.25,-8.4,-6.5,-12.32,-9.2,-117.08
1802,-0.11,0.23,-11.27,-10.67,-8.24,-9.72,-10.91,-7.6,-9.04,-7.72,-7.61,-8.1,-5.72,-12.62,-7.99,-117.21
2316,-0.21,0.09,-13.44,-7.53,-6.8,-16.37,-11.22,-9.06,-7.08,-11.32,-6.68,-6.2,-6.57,-7.5,-7.68,-117.45
2020,-0.15,0.05,-14.15,-7.5,-6.51,-18.13,-11.73,-8.25,-6.6,-10.34,-6.53,-5.73,-6.57,-7.35,-8.19,-117.58
1365,-0.02,0.1,-11.84,-7.5,-10.08,-6.97,-11.92,-6.72,-11.59,-8.14,-6.4,-7.2,-6.79,-11.57,-10.91,-117.63
1462,-0.04,0.13,-11.51,-7.54,-8.35,-7.89,-12.65,-6.21,-11.64,-7.05,-6.99,-6.83,-6.45,-13.27,-11.9,-118.28
2168,-0.18,0.07,-13.63,-7.56,-6.92,-16.27,-11.17,-8.46,-6.9,-10.73,-6.73,-7.15,-6.97,-8.41,-7.49,-118.39
1705,-0.09,0.2,-11.14,-8.6,-8.33,-9.64,-11.29,-7.38,-10.82,-7.71,-7.15,-8.36,-6.04,-13.27,-8.8,-118.53
2267,-0.2,0.08,-13.44,-7.4,-7.41,-16.6,-11.48,-8.61,-7.04,-11.85,-6.45,-6.65,-6.57,-7.97,-7.25,-118.72
1900,-0.13,0.25,-10.38,-11.21,-8.41,-10.08,-11.25,-8.13,-9.91,-9.6,-7.8,-7.69,-4.65,-12.3,-7.74,-119.15
1608,-0.07,0.17,-11.17,-8.17,-6.66,-8.97,-12.15,-7.4,-11.63,-7.89,-6.81,-7.63,-6.55,-13.93,-10.32,-119.28
1657,-0.08,0.18,-11.1,-8.26,-7.28,-9.33,-12.09,-7.25,-11.34,-7.64,-6.81,-8.15,-6.54,-13.93,-9.87,-119.59
2069,-0.16,0.06,-14.21,-8.09,-6.15,-17.79,-11.33,-8.05,-7.22,-10.19,-7.73,-5.76,-6.17,-8.32,-8.69,-119.7
1754,-0.1,0.21,-11.54,-9.6,-8.33,-10.3,-11.64,-7.7,-10.24,-7.91,-6.76,-7.87,-6.37,-13.48,-8.8,-120.54
2217,-0.19,0.08,-13.66,-7.74,-7.41,-16.58,-11.47,-8.57,-8.02,-9.97,-7.29,-6.98,-6.57,-8.57,-8.31,-121.14
2365,-0.22,0.1,-13.2,-8.08,-6.88,-16.2,-12.3,-9.65,-7.08,-11.05,-7.03,-6.41,-6.57,-8.59,-8.17,-121.21
1803,-0.11,0.22,-11.48,-9.13,-8.06,-10.3,-11.86,-7.81,-10.62,-8.24,-8.05,-7.61,-6.37,-13.36,-8.58,-121.47
1773,-0.1,0.02,-13.95,-8.36,-6.86,-15.19,-11.99,-8.04,-7.69,-10.97,-6.58,-7.74,-8.69,-8.09,-7.5,-121.65
1414,-0.03,0.11,-11.88,-8.45,-10.72,-7.82,-11.92,-6.52,-12.26,-7.99,-6.19,-7.21,-7.38,-12.78,-10.91,-122.03
1511,-0.05,0.14,-11.79,-7.54,-8.24,-8.01,-13.53,-6.47,-11.82,-7.62,-6.94,-7.67,-7.1,-13.72,-11.93,-122.38
2414,-0.23,0.11,-13.78,-7.35,-7.88,-15.83,-11.62,-9.43,-7.65,-11.05,-7.68,-6.3,-6.99,-8.76,-8.87,-123.19
1366,-0.02,0.09,-11.7,-7.86,-10.77,-7.99,-12.0,-6.83,-12.63,-8.91,-6.2,-7.76,-7.01,-11.95,-12.13,-123.74
2118,-0.17,0.07,-14.03,-8.15,-6.64,-17.03,-11.54,-8.41,-8.18,-10.56,-8.21,-6.56,-7.29,-8.69,-8.92,-124.21
1921,-0.13,0.04,-14.63,-8.82,-7.61,-18.05,-12.33,-8.23,-7.92,-11.16,-7.86,-6.22,-6.41,-7.3,-7.72,-124.26
1822,-0.11,0.03,-13.48,-9.11,-7.24,-16.27,-11.14,-8.54,-8.46,-10.74,-7.78,-7.39,-8.43,-7.53,-8.3,-124.41
1674,-0.08,0.01,-14.03,-9.4,-7.01,-14.35,-11.96,-8.42,-7.54,-10.88,-7.17,-8.44,-9.17,-8.81,-7.48,-124.66
1560,-0.06,0.15,-12.07,-7.74,-8.94,-8.43,-13.27,-6.23,-11.97,-8.2,-7.44,-8.15,-7.35,-13.77,-11.55,-125.11
2463,-0.24,0.12,-14.89,-7.0,-7.08,-15.08,-12.0,-8.25,-7.42,-12.09,-8.11,-7.78,-7.75,-8.65,-9.17,-125.27
2266,-0.2,0.09,-13.66,-7.74,-7.34,-16.75,-11.48,-9.84,-8.22,-11.12,-7.29,-7.12,-7.19,-8.57,-9.19,-125.51
1852,-0.12,0.23,-11.43,-11.35,-8.32,-10.5,-11.86,-7.94,-11.32,-9.42,-8.05,-7.93,-6.0,-13.37,-8.33,-125.82
1706,-0.09,0.19,-12.05,-9.58,-7.39,-10.79,-12.42,-7.66,-11.35,-8.54,-7.05,-8.29,-7.27,-13.93,-9.55,-125.87
1463,-0.04,0.12,-11.92,-8.59,-9.77,-7.82,-13.36,-6.49,-12.1,-8.01,-7.78,-7.24,-7.37,-13.97,-12.14,-126.56
1950,-0.14,0.25,-11.29,-11.48,-8.24,-11.62,-12.44,-8.07,-11.17,-9.82,-7.68,-8.33,-6.01,-12.93,-7.8,-126.88
1755,-0.1,0.2,-13.02,-9.75,-7.39,-10.87,-12.08,-8.15,-10.92,-8.87,-7.05,-8.44,-7.27,-13.93,-9.31,-127.05
1318,-0.01,0.07,-13.1,-7.45,-11.12,-7.4,-11.66,-6.92,-12.71,-9.41,-7.76,-9.81,-6.81,-13.24,-10.01,-127.4
2019,-0.15,0.06,-14.04,-9.32,-6.55,-17.6,-11.49,-9.22,-9.11,-11.1,-8.05,-6.1,-7.61,-8.24,-9.44,-127.87
1512,-0.05,0.13,-12.23,-8.22,-10.21,-8.39,-12.6,-6.18,-12.19,-8.65,-7.62,-7.41,-7.35,-13.89,-13.23,-128.17
1658,-0.08,0.17,-12.12,-8.96,-8.21,-9.31,-12.35,-7.16,-12.45,-8.57,-7.22,-8.13,-7.05,-14.93,-11.79,-128.25
1901,-0.13,0.24,-11.01,-12.47,-8.24,-11.64,-12.28,-8.32,-11.28,-9.82,-7.79,-8.1,-5.75,-13.55,-8.05,-128.3
1970,-0.14,0.05,-14.74,-8.81,-7.89,-18.45,-12.03,-9.28,-8.02,-11.09,-7.76,-6.23,-7.11,-8.11,-9.04,-128.56
1871,-0.12,0.04,-13.58,-10.5,-7.45,-17.04,-11.66,-8.86,-8.79,-10.95,-7.49,-6.97,-8.9,-7.75,-8.67,-128.61
1609,-0.07,0.16,-11.78,-8.42,-8.1,-9.75,-13.34,-7.04,-12.79,-8.38,-7.22,-8.57,-7.47,-14.61,-11.59,-129.06
2315,-0.21,0.1,-13.32,-8.08,-7.98,-16.75,-12.66,-10.62,-8.94,-11.56,-7.58,-6.41,-7.19,-8.62,-9.41,-129.12
2364,-0.22,0.11,-13.45,-8.08,-8.17,-14.62,-12.14,-10.91,-8.41,-11.56,-7.92,-7.54,-8.0,-8.73,-9.7,-129.23
2167,-0.18,0.08,-14.35,-8.01,-7.58,-16.46,-12.3,-9.76,-8.74,-10.43,-8.17,-7.12,-7.4,-9.08,-9.88,-129.28
1415,-0.03,0.1,-12.27,-7.65,-11.76,-8.38,-12.32,-7.0,-13.35,-8.63,-7.21,-7.73,-7.98,-13.63,-11.49,-129.4
1804,-0.11,0.21,-12.64,-9.36,-8.81,-11.07,-11.84,-8.33,-11.18,-9.31,-7.88,-8.64,-7.21,-14.32,-8.89,-129.48
1319,-0.01,0.06,-14.33,-8.67,-10.69,-8.3,-10.79,-7.56,-13.14,-9.63,-7.75,-9.13,-7.96,-11.24,-10.29,-129.48
1561,-0.06,0.14,-12.33,-8.22,-9.37,-9.16,-12.87,-6.67,-12.04,-8.92,-7.47,-8.38,-7.65,-14.34,-12.87,-130.29
1707,-0.09,0.18,-12.5,-9.85,-8.21,-9.9,-12.81,-7.74,-11.87,-8.56,-7.23,-8.42,-7.35,-15.2,-11.16,-130.8
1723,-0.09,0.02,-13.67,-9.67,-7.6,-16.09,-12.52,-8.44,-8.17,-11.1,-6.77,-8.73,-9.28,-9.85,-9.54,-131.43
2216,-0.19,0.09,-14.01,-8.28,-8.32,-16.6,-12.27,-10.88,-8.88,-10.43,-7.86,-7.67,-7.45,-9.01,-9.88,-131.54
2000,-0.15,0.25,-11.29,-12.28,-8.1,-11.54,-13.45,-6.9,-11.05,-9.88,-7.68,-9.27,-7.1,-14.0,-9.03,-131.57
1853,-0.12,0.22,-11.79,-10.21,-9.47,-11.34,-12.47,-8.32,-11.55,-10.24,-7.72,-8.26,-7.03,-14.32,-8.89,-131.61
2068,-0.16,0.07,-14.04,-8.9,-7.04,-17.96,-12.23,-8.69,-8.88,-11.85,-8.26,-7.52,-7.4,-9.54,-9.8,-132.11
1367,-0.02,0.08,-13.25,-8.67,-11.5,-7.39,-11.89,-8.14,-13.33,-10.25,-6.9,-9.3,-7.11,-12.56,-12.65,-132.94
2462,-0.24,0.13,-15.12,-7.86,-7.54,-14.85,-12.14,-10.29,-9.17,-12.05,-8.04,-7.76,-9.05,-9.38,-10.09,-133.34
2413,-0.23,0.12,-14.56,-7.95,-7.23,-15.26,-12.02,-10.91,-9.18,-12.31,-8.39,-7.49,-9.05,-9.14,-9.91,-133.4
1624,-0.07,0.01,-14.75,-9.2,-8.75,-15.43,-12.07,-8.26,-8.87,-11.14,-7.1,-9.23,-10.79,-10.01,-8.08,-133.68
1464,-0.04,0.11,-12.08,-8.4,-11.14,-7.93,-12.94,-6.96,-13.46,-10.0,-8.17,-7.77,-7.67,-13.73,-13.43,-133.68
1920,-0.13,0.05,-15.07,-9.79,-8.83,-17.74,-12.27,-8.59,-8.56,-11.46,-8.45,-7.27,-8.32,-8.31,-9.35,-134.01
1610,-0.07,0.15,-13.02,-8.74,-9.85,-9.31,-13.3,-7.73,-12.57,-8.7,-7.47,-8.51,-7.9,-14.55,-12.76,-134.41
1772,-0.1,0.03,-13.84,-8.98,-9.19,-16.49,-12.13,-9.35,-9.06,-11.36,-6.94,-8.59,-10.27,-9.02,-9.44,-134.66
2117,-0.17,0.08,-13.79,-8.69,-8.08,-16.93,-12.56,-9.72,-9.43,-10.85,-8.23,-8.14,-7.36,-10.74,-10.31,-134.83
1902,-0.13,0.23,-11.28,-11.95,-8.88,-12.15,-13.38,-7.88,-11.54,-9.58,-7.61,-8.94,-7.87,-14.46,-9.32,-134.84
1951,-0.14,0.24,-11.28,-12.92,-8.93,-11.93,-13.47,-8.07,-10.88,-9.58,-7.61,-8.88,-7.66,-14.6,-9.11,-134.92
1756,-0.1,0.19,-12.97,-9.93,-8.82,-10.79,-13.22,-8.19,-11.87,-9.35,-7.97,-8.73,-7.29,-15.4,-10.52,-135.05
2363,-0.22,0.12,-14.23,-9.63,-7.8,-14.09,-12.96,-10.37,-9.37,-11.56,-8.89,-7.66,-9.61,-9.14,-10.02,-135.33
1805,-0.11,0.2,-12.72,-9.96,-9.03,-11.1,-13.47,-7.77,-12.26,-9.76,-8.36,-8.36,-8.12,-15.26,-10.04,-136.21
2265,-0.2,0.1,-13.14,-8.51,-8.63,-16.67,-13.35,-10.91,-9.55,-11.09,-8.23,-8.9,-8.04,-9.02,-10.32,-136.36
1513,-0.05,0.12,-13.09,-8.51,-10.48,-9.67,-12.09,-7.48,-13.01,-10.0,-8.17,-9.08,-7.53,-14.37,-13.14,-136.62
2314,-0.21,0.11,-14.68,-9.25,-8.28,-14.57,-12.74,-10.49,-9.34,-11.56,-8.37,-7.86,-9.8,-9.14,-10.78,-136.86
